File Name,Raga,Notation,Aroh,Avroh,Pakad
Bhairav-27-202.xml,Bhairav,sR - R - gR - - R s - ns - nDl - s - nl s s - R - s s mg @mg m mR - m sn s g m nD - nD D p - @mg @mR g p m g m R - s n - - D - - p - - m p p D - n n s s - s nD - - n s R sn s nD p g m p p nD - mu nD - p D s nD p m g m gR - s,,,
Bhairav-28-203.xml,Bhairav,D p m @mg m ND D p - D p @mp m - g gm R g m p m g m R s snl su mg m p p - pD - su ND - p - pN p mp ND - n su su su - su suD - n su su Ru su nD - p p mp m g m p mp nD - Dsu suD - nD - su nD D p - D p @mp m - g,,,
Bhairav-29-205.xml,Bhairav,mR - s R s nlDl - s - - @mg @mg mR g p m g mR - s snu s mg m m n D - dsu su nD p pg m p m g qm wR es pm p n D - - su n su su - - nD D su n su su R @nsu D p pm p @mg @mR @gp m g gR - s gnl s pg m p nD D nqD wsu esu nD p g m p gm g qm wR es,,,
Bhairav-3-171.xml,Bhairav,nD - p p pm p pD p gm g ns - nDl Dl sN s gR R s s g@mg @mg R R @mg p @mg @mg R s p - nD D sn - s n s s nD - n s R s n s nD p pwwwmeeDR s - sn s nD - nD p s n D p m g R R s -,,,
Bhairav-30-207.xml,Bhairav,sR - R su - sun su su nD p pg qm eR pg p @mg qm eR s s n nuDl - nu s g R - R s s mg m R gm p m g m R s mp p n D - su n s - s - nD D D su n s guR R su nD p pD D DR su DN D p nD - pg m R mg p m g m R s,,,
Bhairav-31-209.xml,Bhairav,pD - D D D ND - p p p pg m R mg m mR R gR s - nDl - Dl nl s gR - R s - pg m gR g m mR - gR R s p - mp nD - n n su su su pg - m p D Dsu - su nD p pg - m p D Dsu - su nD p pg m mN D p pg m mR R s,,,
Bhairav-32-210.xml,Bhairav,sun - su - su n su nD - p mp pg @gm gR g m p pg @mg R - s - snu nu s s gR - s - pg m nD - su nD - nD - p pm p - mp nD - n n su su nD - - sun su guR - su nD p pqDw esu nD p p @mg m gR - s,,,
Bhairav-33-212.xml,Bhairav,nD - p @pD p m p - m g mg m p - @pD @mp m g gm @mg/code> qm ewR mp m g mR - - su p p nD D sun - su - su - nD D sun su R su nD p pD Dsu nD p mp m g mR - s,,,
Bhairav-34-213.xml,Bhairav,gm g m p - nD D D nD - p gm m @mR @gm p mp m g m R m gm @mg qmw eR mp m g mR - - su s sn s gR s - nDl - sn s s @mg mR - mg p pm - g m R - s gm p - nD - n su - n su su - suR R su guRu su - sun - su nD - p mp @mg m p - p psu nD nD - p mp @mg @mR R mg p gm - g mR - s mp @mg @mR R mg p gm - g mR - s sn sn s gR gR s sR g gR g m p mp m g @mg mR - s gm,,,
Bhairav-35-216.xml,Bhairav,s mg p d nsu n - d@pd n su eN - dp d - s gm g d n n mu n su nqmu wmugu su - sun su wn- ed pm g - d n mu ru n sun qsu - n n qsu wN w- dp d - s,,,
Bhairav-36-219.xml,Bhairav,gm g m p D N D - ND - p @mg @mg mR R mg m mp m g gqm eR s snl s - gR - s snl qs eDl nl s s @mg @mg qm w eR mg p gm - g m R m p p p nD D D sun su n su su su qn w eD D n su su suRu - su @nsu nD p p @pD n su su su nD - DN D ND p gm m mR R @mg p m g qm w eR gR s gm R s sm g m p - pD su - nD - nD D p gm m @gm p p p pD D - DN D p p @pD n su Ru su nD - D DN D p mg m gR mg m p m - g qm eR s nls - s sm g m p - - nD - p p - nD - n n su su n su su su nD - D n su su Ru - su @nsu nD p p @pD n su Ru su nD - DR D p p gm g gm N D p gm g @mg mqR e- s mnu s mg m p - nD - D n su su nD - DN D nD p @mp gm,,,
Bhairav-37-222.xml,Bhairav,s nls m g m p - nD - - p qD w em p m g m p - nD - - p - - gp @mg mR g m p p@mp m g m R s snl s s gR - s nls nlDl nl s R s pg m R g p p m - g m R - s nls s m @gm p p - p nD - n su su - sln su su nsu nD D n su su Ru Ru su nD - p nD p @mp m g m p - nD n su Ru su n su - nD N D p @mg @-m p nD - - p m m @gm p - p nD - D nD - p p p - nD - D Dsu - su nD - p mg m g mR g p m - g mR - s gm g m p p - nD - - nD - p p p - mp nD - sun su n su - su nsu nD - n su - Ru su @nsu nD - p mp N D p g m p - nD n su - Ru - su n su nD p mp p @mg @-m p nD - - p,,,
Bhairav-38-225.xml,Bhairav,gm R gR - s nlDl - Dl snl s s - R - gR - s nls nl s R s - R g R g p m - g qm eR - s gm gm - n su - su su - n su su nD - - n su su Ru - su nD - p mp g m p - mp pD D su D - p mp m - g qm w eR s gm s s - nD nD nD nD - D nD - p p p p p nD D su - su nD - p mg @mg @mR g m p mp m g mR - s snl Dl nl s - gR - - gR - s p mp - nD - n su su - n su su nD - D n su su Ru su su nD - p p g m p - D su n su su D p mp m g mR - s - gR,,,
Bhairav-39-228.xml,Bhairav,gm @gm p p - nD - p @pm p m g gm gR g m p m - g qm eR gR s - snl s gR s snl qs eDl snl s s gqm e- R mg m p mp m g gqm eR - s gm p - nD - sun su su - n su su nD D D sun su su Ru - su su@nsu nD p nD q- eN D - p p - - nD - p p @mp - nD - D Dsu su - nD - p mp m g qm eR - s gm pm p @gm p - p nD - D nD - p pD D - sun su - DRu su - nD - p gm @mg qm w eR m@gm p gm m g qm eR s R s - m - m p - p nD - p p - p nD - D sun su - su - su nD - D sun su su Ru su sun su nD p p m @gm p - p p nD - sun su su mp m g qm eR - s gm,,,
Bhairav-4-172.xml,Bhairav,@sR mg R s sn s R s nDl - n n s - s s mg - m m gm m gR R R @gR @gm pm gm R s s sn s mg m nD - p - gm R @gm pm gR - s s mp - p p nD - n n su - su sun su n su n suD - D D n n su su suR - su su sun su nD p gm - g m p - p p nD D mu mu nD - p p p D su - nD D p - @mg @mR @gm p m g R s,,,
Bhairav-40-229.xml,Bhairav,g m p - ND - - p @mp p m g mR m p gm - g qm eR s snl s s gR - s sDl - nl s - s g m p - mp - g qm eR s p p p nD - D sun su - su - su nsu @sun Ru - su - sun qsu e- D - p pm - p nD - p mp m g mR - s snl s - pg m p nD - - sun su su nsu Ru su n su nD p m,,,
Bhairav-41-232.xml,Bhairav,nls gm @gm p p nD - - nD - p - mp @mg @mR mg p mp m g gqm eR - ssnl s gR - R gR - - s - @nls mg m mR g @mg gp mp m g m@R - s - nls p p p nD - n su su - sun su su nD - - n su - nRu su @nsu nD - p mp m @gm p - @mp nD - su nD - p mp m g mR - s - nls nls s - nD nD - nD - nD nD p p - D n su - nsu - @nsu nD - p pg @mg @mR g m p mp m g qm eR s mp - - nD - n su - - sunl su su nD - - sun su - Ru su sun su nD p gm g m p - D Dsu - suD @DN D p mp m g m R - s nls,,,
Bhairav-42-233.xml,Bhairav,gR - qnl w es s - m g gm p m g mR - nl s gR - p - - n su su sun su nD D su - Ru su n sunD p mp su - nD - p - gm - - s gR - snl s,,,
Bhairav-5-173.xml,Bhairav,mg m niD D p - @pD @mp m qgw w w(wmw)w w eR - R - s nils s nilDl Dl nil nil s s sR R R R gR - s s snil s mg m p D ni sl suRu suRu su ni D p gm g p - p niD - D suni ni su - su su suni su su su suN D D D suni ni su su nisu suRu su @suni niD - p p - D - DRu su ni su ni D Ni D p m p pg m,,,
Bhairav-6-174.xml,Bhairav,mg m niD D @pm p gm g gR - @mg (m) gR - s - nils nilDl - nil s s s s gR - s - snil s mg m p p niD - Dsu - niD p @pD @nisu @suRu @suni @Dni @Dp @mg m mp - p - niD D ni ni su su su su ni su su - suRu Ru Rumu mu Ru - su - nisu su Ru su niD - p - mg m g m p - niD p @pD @nisu @suRu @suni @Dni @Dp @mg m,,,
Bhairav-7-175.xml,Bhairav,mg m niD D p - D p gm g (m) R - gR - s snil - s s nilDl Dl nil s sR R R gR - R s s snil s mg m p D ni su niD Dsu - ni D p gm g mp - mp p niD - ni ni su su su su ni su su su niD - D - ni - su - @nisu Ru su su niD - p - - p D Rusu su ni D p p niD niD p @mp pg - m,,,
Bhairav-8-176.xml,Bhairav,mg m niD D p - pD @mp @DD @mp p - m g mp @mg gR - - - s - - - @sR g m (m) gR R s - snil s g m p D ni su suRu - su niD Ni @Dp pg m p p p p niD D ni ni su su su - ni su su - niD - D - ni - su su Ru Ru su - ni su niD p g m p D Dsu su niD p m g (m) g gR - s - snil s s mg - m p p niD - ni ni su - su - pD DRu @suni D Ni @Dp m g,,,
Bhairav-9-178.xml,Bhairav,@DDp @mp m g m m p p niD - - - p - - - gm g (m) g mR - g p m g m g R - s - snil s g m p D ni su (su) - niD su ni niD - p p p p p niD - ni - su su - su ni su su - niD D D D ni ni su - guRu - su su suni su niD p snil s g m p D ni su suRu suRu su ni D p D m,,,
Poorvi-1-237.xml,Poorvi,nil R g g M g R g R s M g M D M Ru ni D ni D M g M D M sau - ni Ru su M D ni D Ru ni D ni D p,,,
Poorvi-10-247.xml,Poorvi,snl R g @Rg p - - p Mp D M @pM g m g - gM R g M DM - g - M R g M g R s - gM M g g DM M D @MD Dsu su su su su Ru su - sun Ru gu Run Ru n DM D@MD M g g M g R s -,,,
Poorvi-11-248.xml,Poorvi,DM D@MD M g Rg - R s snl - s R g - m g snl s sp p p - p - @Mp D M @pM pg m g - ns s g g DM - D @MD Ru Ru n D M g R s gM M g - DM M D @MD Dsu - su su Ru - su su nsu su su - n - D D Ru Ru n D n D p - DM - D n DM D@MD M g M R g M g R s - nls s g g DM - D @MD Ru Ru n D M g R s,,,
Poorvi-12-249.xml,Poorvi,snl R g - R g m g - Mp D DM @pM Mg m g - DM g M D DRu n D p Mp D M @pM g m g snl gM M g - DM M D M su su su su su Ru su - nsu n Ru gu - Ru su su sun @nRu n D n D p - snl - R g - g DM D DRu n D p pg m g snl,,,
Poorvi-13-250.xml,Poorvi,n Dn DM g @gM @Rg - R s - - - snl s s g g DM D n su su Run D p p - DM g M R g M Mn Dn M g @gM @Rg - R s - - - DM @MM M g DM - D M su su su su su Ru su - sun Ru gu Ru su - Ru su Mp - p DM g @mR g,,,
Poorvi-14-251.xml,Poorvi,DM M g R s s snl - R g m g DM - D - su su su - su Ru su su sun - Ru gu Ru su sun Ru n DM - g D M,,,
Poorvi-15-252.xml,Poorvi,(s) nl @sr g - MR gR g g Mp - DM M@gm g - MR gR g DM - D sun @nRu @nD n D p p p D M p M Mg m g @Rs n @sR g - DM g D M D nsu - @sun Ru - su nD @nRu Dn D p D@MD DM gM g DM D sun su@nRu @nD n D p Mp - D M p M mg m g @Rs nl @sRnD p g -,,,
Poorvi-16-253.xml,Poorvi,R s nl @sR g m g - Mp D M @pM g m g - snl - - @sR g m g - Dsu n D p Mp DM M@DM g @Rs n @sR g m g - gM g DM D Ds - Ru s nD n n @suRu Dn D p - gM g - D@MD sun @Run D s Mp D M @pM g m g M@DM g @Rs n @sR g m g -,,,
Poorvi-17-254.xml,Poorvi,sR g D♯gMM @gM Rg R s - %RRsnls nl - sR g m g - $gMRg p @pM D - p - Mp D M @pM g m g - sR g D♯gMM @gM gM g gM D nsu - su @sun Ru - su su @nD Ru@nn D p p DM g D@MD DRu n D p Mp D M @pM g m g - sR D♯gMM @gM,,,
Poorvi-18-255.xml,Poorvi,Dm @gR @sn @sr g m g - Mp D M @pM pg m g - g@MR g D@MD @M gM Rg R s - snl @sR g D@MD Dsu n D p Mp DM @gm g@g D D@MD su@nsu @susu - @sun Ru - su - nsu su n D su@Run Dn D @pp DM DM g @ g DM D sun @Run Dn D p - Mp D M @pM g m g g@ D,,,
Poorvi-19-256.xml,Poorvi,M g $RRsnl ♯- sR g @gm g - Mp p M D sun ♯nRun D p Mp p DM g qMw wReR g - DM D M @gM Rg R s s@-D DM @-g DM ♯D MD Dsu @-n Ru su nsu @nD n D Ru n D p DM D M g M R g - DM D M @gM Rg R s s@-D DM g @Rs ♯n sR,,,
Poorvi-2-238.xml,Poorvi,gM g R s nil nil @sR g mup @Mg M g Mp D p D M p M g M R g g snil R g - M D ni D R ni D p Mp M g R s nil gM - g - DM D nisu - su ni su su suni ni Ru gu Ru su suni - niRu ni D p @Mp D M p M g M g R g R s snil R g g DM D ni D Ru ni D p Mp M g R s nil,,,
Poorvi-20-257.xml,Poorvi,MD M g - sR s - @nls nlR - - @sR g @gm g - g@mR @gp - Mp pD - p - Mp D M @pM pg m g - MD M g @gm Rg R s - n@suR snl - @sR Mg @gm Rg @gM DM g DM D @MD Dsu @-su Ru nsu nsu su - @sun Ru Ru su - nsu @su(su) - @nD Dn - D D Dn - Ru @nD n D p - DM - D n Ru @nD @nD p Mp D M @pM g m g @gM,,,
Poorvi-21-258.xml,Poorvi,Rg @Mg @ Mp D@nn D p DM @pM g m g - DM @DM - @ gM Rg R s - nl@ss %s RRsnl - @ Rm g - Rg qmw eM g m R g qRw ep p Mp D@MqDw eRu n Dn qDw ep p p D DM @pM g @mR R@g Mg M@pn p@MM g pM @Dp su @-su n@suRu su nsu @-su n D su@nRu D@nn D p Mp D M @pM g m g D @MD n @-Ru @nD n D p DM pM Mg m MR Rg qMw eg @ Mp D@nn,,,
Poorvi-22-260.xml,Poorvi,D@M D D$M- gM Rg @Rs $RRsnl @sr g @mg $gMRg gp - @pp D@MD @Rn D p M@pM D M @gM Rqgw w-w wRw es nl@sn - D ♯M gM Rqgw w-w eR s D@m D ♯M gM Rg Rs DM D su @sun Ru - su - nsu (su) n D Dn @Run D p M Dg M D n @Run D @pp M@pM D M @gM Rqgw w-w wRw es,,,
Poorvi-23-261.xml,Poorvi,s$nlsRg g♯MRg D♯p MD n D p @Mp Mp DM @gm g Rg M @MR g s%nlRgMp @pM D p ^ppDDpM @pM M@gm g D@MD M @gR g - R s @ss M♯p pM @Dp @susu @-su R - su n@ su nsu @nD Ru♯n Run @Dp Mp p M g gqMw wrw eg - D♯M MD D♯M gm R@gR s s@nlR @gM p @Mp pn D p - Mp DqMw w-w eg gM R g Rg D@mD M - @gR g @-R s @ss,,,
Poorvi-24-262.xml,Poorvi,s$nRgg - D♯gMM ♯-gM Rqgw w-w eR s sR s - @ns s%nlsRRs @nlR g @Rs s%nlsRRs @nl s@nlR @gR g - M^glMMmmg m @gR Rp - @Mp Mqpw wDw eM @pM g m g - D♯M MD @Mg DM @Dp su @sun Ru su $RuRusun ♯su nD n D sun @Run @nD p Mqpw wDw eM @pM g m g -,,,
Poorvi-25-263.xml,Poorvi,snl R p@gp @MD qnw w w w wwD wpw w w e@Mp Mp D DM @pM Mg @mR g - snl R g @ gR $ppMg @MR G - DM D @Run @Dp pM D M @gM Rg - R @s s DM g @pM @Dp su - su @nsu sun Ru gu @Rusu nsu Run D p Mp D DM @pM M@gm @gR g @gg DM qD eRun @Dp Mp D M @pM g m Rg @ s,,,
Poorvi-26-264.xml,Poorvi,D M g M g R s - nl R g m g - - g m R m g g - p p - D p - p (p) - M g m g g g - M R g M g R s - s s - s s nl R g m R g M p D (p) - - M - D Ru n M - - DM - g M g R s - s gM M g g DM M D D DM - Msu su su - su su Ru su - su su su su n n Ru gu Ru su su su su n @nRu n D p - p p (p) - M g m g g g g g M D D M su su su su su su su su n Ru n D p M DM g g M g R s -,,,
Poorvi-27-266.xml,Poorvi,M@DM @gR s s$nRgR Mqgw w ep ♯M gm g @pp @pM D p $MpDn - D p gp (p) M @pM Mg M g - gR g M ♯D Mg Rg @-R s @-s snl R @gR s sR nl Dl pl s@nlR g @gm @gR gR m g @-gM D♯MMD @susu @sun Ru su @-su $nsuRugu @-Ru su @-D sun @Run D p pM @gR m g $nlRgM $DnRugu @-Ru su @nRu gu $pupuMugu @Mugu n @Rugu ^MuMugurusun ^DpMgRs,,,
Poorvi-28-267.xml,Poorvi,p M D n su su n D n D p p DM D M g M R g R s s snl - s R g - Mp @pM D M D n su su n D Dn D Mp M pM - D n su n su - su su sun - su Ru - su n su n @Dp DM @MD M g M R g R s s nls - ssu - n D n D Mp M nls - sp - p M D - p p Mp - M - D - n D p p DM DM - g M R M g R s DM - D n su su su - Ru su sun - Ru gu Ru su suRu n D p DM - D DM - @gR g R s - nls s ssu - n D n D p M,,,
Poorvi-29-269.xml,Poorvi,snl R g g M Rg - r s s snl R pg M p p M g m g Mp - p M pM D n D p p Mp - M - g Mp M g m g pM g pM D M su su Ru su - sun Ru gu Ru su sun su n D p DM g DM D - DRu n Dn D p Mp p D DM p Mp M g m g nls - sp - p p - D - p DM M D - D n D p p p DM @-D DM - g M g R R s Rnl R qgw w ep p p M g m g DM g DM D p su su su - su sun Ru gu Ru su sun @-Ru n D p DM g DM - D DRu @nD n D p pM p D M p p M g m g,,,
Poorvi-3-239.xml,Poorvi,Mp D M @pM g m g R g _ nl R g m g g g R g M p D M p Mg R g M g R s - a a DM D DRu n D n DM _ @gm g @Mp D M @pM DM _ g g DM _ D @MD Dsu _ su su nsu Ru su su nsu _ su su n _ D D n Ru n D n D p p snl _ s R g _ M D DRu n D n @Dp @pM @gm g,,,
Poorvi-30-272.xml,Poorvi,sR g DM - D Dsu - qnw w wDw w ep Mp D DM p M Mg m g - - DM @-D M g M Rg - R - s snl R g - R gM g Dp - p Mp D DM - @pM Mg - m g - DM g DM - D n su su - su sun Ru gu Ru su sun su n D p DM D DM g M Rg - R - s g - DM - D Dsu - Run Ru n D p DM - @pM Mg - m g -,,,
Poorvi-31-274.xml,Poorvi,gM g R s s snl - @sR g m g Mp p - Mp D p Mp DM - gM g D@MD M - g Rg R s nls Rnl R qgw w ep p p - Mp D p - Mp DM - gqMw w e- g - gM gM g @MD n su su su su - sun Ru su n su - n - D Dn - - D - p DM DM D n su - @suRu n Dn D p p Mp DM - gqMw w e- g - gM,,,
Poorvi-32-275.xml,Poorvi,snl R Mqgw ep p Mp - M Mg m g gM R g DM - D M g M g R s nls Rnl R g M D n @nRu n D p p gM g - DM - D sun su n su - su sun - Ru gu Ru su n @nRu n Dn D p gM g - DM - D n @nRu n D p p Mp D M g m g - snl,,,
Poorvi-33-276.xml,Poorvi,Mp q-w w w w eDM DM g - gp - DM M @gm g gM - g R s - snl R g R s - snl - s R g - Mp - M D p @MD sun @nRu n D - p n D p M @gm g DM g DM D sun su - su - n Ru su suni - Ru gu Ru su suni @nRu n D - p M @MD M d DM D sun @nRu @nD n D p suni @nRu @nD n D p n D p - DM g nls - sp p p - Mp - D - p p DM - D sun su su sun @nRu n Dn D p DM @MD M g gM g Rg - R R s - snl - R Mq wg w ep p Mp p DM - @gm g DM D DM D sun su su su - sun su su sun su - n - D sun Ru n Dn D p DM D DM g DM D sun Ru n Dn D p sun @nRu sun - D p p p DM - @gm g,,,
Poorvi-34-279.xml,Poorvi,mp p M g g@MR g pM p D - p M - p M Mg m - g - Rnl R RM - - g - R - g - - Rnl R s - ns nl R g - - M g R s snl R g M P - - DM q wD w eRu n DM - g DM - D nsu - - n Ru - - su - - nsu Run - Ru gu - Ru su nsu Run - Dn D p - @pD D M - gM - g - DM - D sun - su Ru Dn D p DM Dq w w eRu n DM - g g@Mr g M p,,,
Poorvi-35-281.xml,Poorvi,nlsu nl R g m p D - p - D pm p m g m g - gm mR - g - m g R - s - - nls qseD - Dm - p m gm g s pD Dm D sun - su su su - - n su su - nsu - - n D n D sun @Ru @nD n D p - pm p D Dm - p m gm g s,,,
Poorvi-4-240.xml,Poorvi,snl R Mgq e p p D p _ p Mp D M @pM g m g D M g _ R s _ _ _ @nlR @gM @pD @pM g R s snl DM g M @DM Dsu _ Ru su sun D @nRu @nD n D p pD M g _ M g R s s @nlR @gM @pD @pM g R s snl,,,
Poorvi-5-241.xml,Poorvi,Mp D M @pM mg m g R gm g - R g M p - Mp p DM - g m g - DM @MD M g Rg R s - nl R g M p - - - DM - DM - Mg m g - gM M g g DM - D @MD Dsu - su su su Ru su - nsu - su su n D n @suRu Dqnw w w-w w w-w w eD nD - p p Mp DM - DM Mg m g - nl R g M p - - p Mp - DM - Mg m g -,,,
Poorvi-6-242.xml,Poorvi,Mp D p M g m g R g - snl R g m g - g R g M p - - - M g - M g R s - snl nl s R g g M D Ru n D p M g m g gM M g g DM - D @MD Dsu - su su nsu Ru su - nsu - su su n D n D sun su@nRu n D n D p - snl nl s R g g M D Ru n D p M g m g g D p M,,,
Poorvi-7-244.xml,Poorvi,g M g R - s nl - s R g - - - m g gM M g g DM M D @MD Dsu - su su Ru - su su sun n su - n D n D Ru Ru n D M g m g gM M - g DM - D @MD su su su su Ru - su - sun @nRu Ru gu Ru su n D Ru Ru n D M g M R,,,
